GO term	GO size	Size pivot	GO name	CI quantile (GO)	CI quantile (17k random)	Number of random subsets
GO:0004939	2	2	beta-adrenergic receptor activity	0.0169616519174	0.0127016963177	24170
GO:0000287	187	256	magnesium ion binding	0.433070866142	0.0130434782609	920
GO:0051552	4	4	flavone metabolic process	0.0247660979637	0.0130921619294	34830
GO:0005579	4	4	membrane attack complex	0.0250412768299	0.0131495836922	34830
GO:0033787	1	1	cyanocobalamin reductase (cyanide-eliminating) activity	0.011350737798	0.0132031767042	30220
GO:0008331	12	16	high voltage-gated calcium channel activity	0.0613888888889	0.0132487667371	14190
GO:0019373	18	16	epoxygenase P450 pathway	0.0114222549742	0.0132487667371	14190
GO:0043950	14	16	positive regulation of cAMP-mediated signaling	0.0383087400681	0.0132487667371	14190
GO:0003095	3	4	pressure natriuresis	0.0309608540925	0.0132931380993	34830
GO:0044716	1	1	8-oxo-GDP phosphatase activity	0.0119182746879	0.0135009927201	30220
GO:0031935	1	1	regulation of chromatin silencing	0.0124858115778	0.0136333553938	30220
GO:0033034	1	1	positive regulation of myeloid cell apoptotic process	0.0132425274309	0.0137657180675	30220
GO:0034363	5	4	intermediate-density lipoprotein particle	0.00663297536323	0.0138386448464	34830
GO:0055114	494	512	oxidation-reduction process	0.3125	0.0138888888889	360
GO:0030054	474	512	cell junction	0.329787234043	0.0138888888889	360
GO:0016243	1	1	regulation of autophagosome size	0.0142830117291	0.0139973527465	30220
GO:0016310	94	128	phosphorylation	0.227424749164	0.0140776699029	2060
GO:0060478	3	4	acrosomal vesicle exocytosis	0.0313167259786	0.0140970427792	34830
GO:0018958	3	4	phenol-containing compound metabolic process	0.0316725978648	0.0141544645421	34830
GO:0009804	4	4	coumarin metabolic process	0.0264171711613	0.0142405971863	34830
GO:0071918	4	4	urea transmembrane transport	0.0266923500275	0.0142405971863	34830
GO:0004995	3	4	tachykinin receptor activity	0.0327402135231	0.0142980189492	34830
GO:0032224	3	4	positive regulation of synaptic transmission, cholinergic	0.0330960854093	0.0145851277634	34830
GO:0007231	2	2	osmosensory signaling pathway	0.0175147492625	0.0146048820852	24170
GO:0060230	2	2	lipoprotein lipase activator activity	0.0175147492625	0.0146048820852	24170
GO:0000451	1	1	rRNA 2'-O-methylation	0.0147559591373	0.0146591661152	30220
GO:0014719	3	4	skeletal muscle satellite cell activation	0.0334519572954	0.0146712604077	34830
GO:1904640	3	4	response to methionine	0.0338078291815	0.0146999712891	34830
GO:0060180	1	1	female mating behavior	0.0149451381006	0.0147915287889	30220
GO:0030206	25	32	chondroitin sulfate biosynthetic process	0.0832517140059	0.0149358226371	8570
GO:0015116	12	16	sulfate transmembrane transporter activity	0.0666666666667	0.014940098661	14190
GO:0016594	13	16	glycine binding	0.0443113772455	0.014940098661	14190
GO:0006744	13	16	ubiquinone biosynthetic process	0.0443113772455	0.014940098661	14190
GO:0000160	7	8	phosphorelay signal transduction system	0.0563354931605	0.0151186168074	24870
GO:0008422	6	8	beta-glucosidase activity	0.0627589063795	0.0151186168074	24870
GO:0046581	6	8	intercellular canaliculus	0.0627589063795	0.0151186168074	24870
GO:0046415	6	8	urate metabolic process	0.0627589063795	0.0151186168074	24870
GO:0050953	8	8	sensory perception of light stimulus	0.0296340493238	0.0151186168074	24870
GO:0014807	6	8	regulation of somitogenesis	0.0627589063795	0.0151186168074	24870
GO:0097647	6	8	amylin receptor signaling pathway	0.0627589063795	0.0151186168074	24870
GO:0071321	6	8	cellular response to cGMP	0.0627589063795	0.0151186168074	24870
GO:0000480	6	8	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0627589063795	0.0151186168074	24870
GO:0003810	8	8	protein-glutamine gamma-glutamyltransferase activity	0.0296340493238	0.0151186168074	24870
GO:2000507	6	8	positive regulation of energy homeostasis	0.0627589063795	0.0151186168074	24870
GO:0045187	6	8	regulation of circadian sleep/wake cycle, sleep	0.0627589063795	0.0151186168074	24870
GO:0086020	2	2	gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling	0.0182522123894	0.0151841125362	24170
GO:0034653	3	4	retinoic acid catabolic process	0.0343416370107	0.0152454780362	34830
GO:0044241	4	4	lipid digestion	0.028205833792	0.0152454780362	34830
GO:0031133	5	4	regulation of axon diameter	0.0085281111813	0.0155325868504	34830
GO:0015272	5	4	ATP-activated inward rectifier potassium channel activity	0.00884396715098	0.0157622739018	34830
GO:0051466	2	2	positive regulation of corticotropin-releasing hormone secretion	0.0188053097345	0.0157633429872	24170
GO:0010560	3	4	positive regulation of glycoprotein biosynthetic process	0.0348754448399	0.0157909847832	34830
GO:0043587	4	4	tongue morphogenesis	0.0294441386901	0.0158771174275	34830
GO:0000711	3	4	meiotic DNA repair synthesis	0.0357651245552	0.0161068044789	34830
GO:0061056	3	4	sclerotome development	0.0362989323843	0.0161068044789	34830
GO:0021524	3	4	visceral motor neuron differentiation	0.0357651245552	0.0161068044789	34830
GO:0042755	24	32	eating behavior	0.110443622921	0.0163360560093	8570
GO:0007271	25	32	synaptic transmission, cholinergic	0.0896180215475	0.0163360560093	8570
GO:0019228	28	32	neuronal action potential	0.0501066098081	0.0163360560093	8570
GO:0034875	4	4	caffeine oxidase activity	0.0305448541552	0.0163364915303	34830
GO:0048692	1	1	negative regulation of axon extension involved in regeneration	0.0151343170639	0.0163798808736	30220
GO:0008241	3	4	peptidyl-dipeptidase activity	0.0370106761566	0.0164226241746	34830
GO:1904894	3	4	positive regulation of STAT cascade	0.0373665480427	0.0166236003445	34830
GO:0022849	5	4	glutamate-gated calcium ion channel activity	0.0101073910297	0.016652311226	34830
GO:0009986	486	512	cell surface	0.325581395349	0.0166666666667	360
GO:0005789	838	1024	endoplasmic reticulum membrane	0.5	0.0166666666667	180
GO:0090205	1	1	positive regulation of cholesterol metabolic process	0.0157964434355	0.0168100595632	30220
GO:0010743	1	1	regulation of macrophage derived foam cell differentiation	0.0157964434355	0.0168100595632	30220
GO:0061760	3	4	antifungal innate immune response	0.0377224199288	0.0168532873959	34830
GO:0006873	5	4	cellular ion homeostasis	0.0104232469994	0.0170542635659	34830
GO:0030883	5	4	endogenous lipid antigen binding	0.0108970309539	0.0170829744473	34830
GO:0051464	3	4	positive regulation of cortisol secretion	0.0380782918149	0.0170829744473	34830
GO:0002522	2	2	leukocyte migration involved in immune response	0.0191740412979	0.017170045511	24170
GO:0008332	3	4	low voltage-gated calcium channel activity	0.0384341637011	0.0172552397359	34830
GO:0099104	4	4	potassium channel activator activity	0.0332966428178	0.0172839506173	34830
GO:0044736	3	4	acid-sensing ion channel activity	0.0391459074733	0.0172839506173	34830
GO:0099566	2	2	regulation of postsynaptic cytosolic calcium ion concentration	0.0199115044248	0.0172941663219	24170
GO:0061325	2	2	cell proliferation involved in outflow tract morphogenesis	0.0199115044248	0.0172941663219	24170
GO:2000552	4	4	negative regulation of T-helper 2 cell cytokine production	0.0338470005504	0.017398794143	34830
GO:0072221	4	4	metanephric distal convoluted tubule development	0.0341221794166	0.0174275050244	34830
GO:0033011	1	1	perinuclear theca	0.0165531592887	0.0174387822634	30220
GO:0006082	3	4	organic acid metabolic process	0.0402135231317	0.0174562159058	34830
GO:0032693	13	16	negative regulation of interleukin-10 production	0.0482035928144	0.0174770965469	14190
GO:0005234	17	16	extracellularly glutamate-gated ion channel activity	0.0150695517774	0.0174770965469	14190
GO:0016056	12	16	rhodopsin mediated signaling pathway	0.0719444444444	0.0174770965469	14190
GO:0004994	4	4	somatostatin receptor activity	0.0350853054485	0.0175423485501	34830
GO:0031838	3	4	haptoglobin-hemoglobin complex	0.0405693950178	0.0175423485501	34830
GO:0016539	2	2	intein-mediated protein splicing	0.0206489675516	0.0175837815474	24170
GO:0099625	3	4	ventricular cardiac muscle cell membrane repolarization	0.0416370106762	0.0176284811944	34830
GO:0021644	2	2	vagus nerve morphogenesis	0.021017699115	0.0177079023583	24170
GO:0045776	24	32	negative regulation of blood pressure	0.117837338262	0.0177362893816	8570
GO:0007602	23	32	phototransduction	0.120624408704	0.0177362893816	8570
GO:0015837	4	4	amine transport	0.0357732526142	0.0178007464829	34830
GO:0046013	3	4	regulation of T cell homeostatic proliferation	0.0423487544484	0.0178294573643	34830
GO:0004982	4	4	N-formyl peptide receptor activity	0.0363236103467	0.0178581682458	34830
GO:0007354	1	1	zygotic determination of anterior/posterior axis, embryo	0.0168369277336	0.0179351422899	30220
GO:0042138	3	4	meiotic DNA double-strand break formation	0.0430604982206	0.01794430089	34830
GO:0060577	2	2	pulmonary vein morphogenesis	0.0213864306785	0.0180388911874	24170
GO:0045835	6	8	negative regulation of meiotic nuclear division	0.0693869096935	0.0180538801769	24870
GO:0004908	7	8	interleukin-1 receptor activity	0.0622750179986	0.0180538801769	24870
GO:0005833	9	8	hemoglobin complex	0.0205607476636	0.0180538801769	24870
GO:1901380	7	8	negative regulation of potassium ion transmembrane transport	0.0622750179986	0.0180538801769	24870
GO:0030594	11	8	neurotransmitter receptor activity	0.0123222748815	0.0180538801769	24870
GO:0002827	8	8	positive regulation of T-helper 1 type immune response	0.0336117740652	0.0180538801769	24870
GO:0070097	6	8	delta-catenin binding	0.0693869096935	0.0180538801769	24870
GO:0016045	6	8	detection of bacterium	0.0693869096935	0.0180538801769	24870
GO:0002001	1	1	renin secretion into blood stream	0.0170261066969	0.0181998676373	30220
GO:1990089	3	4	response to nerve growth factor	0.0434163701068	0.0182601205857	34830
GO:0048641	2	2	regulation of skeletal muscle tissue development	0.0219395280236	0.0183698800165	24170
GO:0002121	2	2	inter-male aggressive behavior	0.0219395280236	0.0183698800165	24170
GO:0016048	4	4	detection of temperature stimulus	0.0371491469455	0.0185185185185	34830
GO:0000045	46	64	autophagosome assembly	0.16323296355	0.0185185185185	4590
GO:0007218	82	64	neuropeptide signaling pathway	0.0110192837466	0.0185185185185	4590
GO:2000195	3	4	negative regulation of female gonad development	0.044128113879	0.0185472293999	34830
GO:0002118	3	4	aggressive behavior	0.0444839857651	0.0186046511628	34830
GO:0006208	2	2	pyrimidine nucleobase catabolic process	0.0226769911504	0.018659495242	24170
GO:0098900	2	2	regulation of action potential	0.0232300884956	0.018659495242	24170
GO:2000212	1	1	negative regulation of glutamate metabolic process	0.0172152856602	0.0186962276638	30220
GO:0034346	1	1	positive regulation of type III interferon production	0.0174044646235	0.018861681006	30220
GO:0070858	3	4	negative regulation of bile acid biosynthetic process	0.0448398576512	0.0189491817399	34830
GO:0043185	1	1	vascular endothelial growth factor receptor 3 binding	0.0175936435868	0.0189940436797	30220
GO:0005222	4	4	intracellular cAMP activated cation channel activity	0.0382498624106	0.0190066035027	34830
GO:0106073	2	2	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity	0.023598820059	0.0193214729003	24170
GO:0030029	1	1	actin filament-based process	0.0177828225501	0.0193580410324	30220
GO:0042734	57	64	presynaptic membrane	0.0535372848948	0.0193899782135	4590
GO:0042391	68	64	regulation of membrane potential	0.0260180995475	0.0193899782135	4590
GO:0042357	1	1	thiamine diphosphate metabolic process	0.0180665909951	0.019556585043	30220
GO:0007371	1	1	ventral midline determination	0.0188233068483	0.0196227663799	30220
GO:0015211	1	1	purine nucleoside transmembrane transporter activity	0.0194854332198	0.0198544010589	30220
GO:0050925	2	2	negative regulation of negative chemotaxis	0.0239675516224	0.0200248241622	24170
GO:0050277	1	1	sedoheptulokinase activity	0.0197692016648	0.0202845797485	30220
GO:1904515	1	1	positive regulation of TORC2 signaling	0.0197692016648	0.0202845797485	30220
GO:0034380	12	16	high-density lipoprotein particle assembly	0.0786111111111	0.0202959830867	14190
GO:0015698	15	16	inorganic anion transport	0.0347264904733	0.0202959830867	14190
GO:0030553	14	16	cGMP binding	0.0505107832009	0.0202959830867	14190
GO:0010738	13	16	regulation of protein kinase A signaling	0.0532934131737	0.0202959830867	14190
GO:0001946	12	16	lymphangiogenesis	0.0786111111111	0.0202959830867	14190
GO:1902358	13	16	sulfate transmembrane transport	0.0532934131737	0.0202959830867	14190
GO:0015277	5	4	kainate selective glutamate receptor activity	0.01468730259	0.0203847258111	34830
GO:0015722	4	4	canalicular bile acid transport	0.03866263071	0.0203847258111	34830
GO:0007210	4	4	serotonin receptor signaling pathway	0.0390753990094	0.0204134366925	34830
GO:0021869	3	4	forebrain ventricular zone progenitor cell division	0.0462633451957	0.0204134366925	34830
GO:0005516	182	256	calmodulin binding	0.477611940299	0.020652173913	920
GO:0043161	203	256	proteasome-mediated ubiquitin-dependent protein catabolic process	0.341666666667	0.020652173913	920
GO:0015802	1	1	basic amino acid transport	0.0200529701097	0.0208471211118	30220
GO:0033693	3	4	neurofilament bundle assembly	0.0466192170819	0.020987654321	34830
GO:2000252	5	4	negative regulation of feeding behavior	0.0154769425142	0.020987654321	34830
GO:0044245	5	4	polysaccharide digestion	0.0157927984839	0.0211599196095	34830
GO:0098633	1	1	collagen fibril binding	0.0203367385547	0.021244209133	30220
GO:0007320	3	4	insemination	0.0473309608541	0.0213034740167	34830
GO:0060214	3	4	endocardium formation	0.046975088968	0.0213034740167	34830
GO:0032049	7	8	cardiolipin biosynthetic process	0.0689344852412	0.0213108162445	24870
GO:0031960	6	8	response to corticosteroid	0.0764291632146	0.0213108162445	24870
GO:0060080	8	8	inhibitory postsynaptic potential	0.0367939538584	0.0213108162445	24870
GO:0017176	6	8	phosphatidylinositol N-acetylglucosaminyltransferase activity	0.0764291632146	0.0213108162445	24870
GO:0005858	9	8	axonemal dynein complex	0.0228971962617	0.0213108162445	24870
GO:0031433	6	8	telethonin binding	0.0764291632146	0.0213108162445	24870
GO:0006828	9	8	manganese ion transport	0.0228971962617	0.0213108162445	24870
GO:0001517	7	8	N-acetylglucosamine 6-O-sulfotransferase activity	0.0689344852412	0.0213108162445	24870
GO:0035725	76	64	sodium ion transmembrane transport	0.0246305418719	0.0213507625272	4590
GO:0005250	4	4	A-type (transient outward) potassium channel activity	0.0410016510732	0.0215618719495	34830
GO:0021855	2	2	hypothalamus cell migration	0.0243362831858	0.0215970211005	24170
GO:0034377	1	1	plasma lipoprotein particle assembly	0.0207150964813	0.0216082064858	30220
GO:0043271	1	1	negative regulation of ion transport	0.0207150964813	0.0216082064858	30220
GO:0031735	3	4	CCR10 chemokine receptor binding	0.0480427046263	0.0217054263566	34830
GO:0010041	3	4	response to iron(III) ion	0.0485765124555	0.0217915590009	34830
GO:0050254	3	4	rhodopsin kinase activity	0.0485765124555	0.0217915590009	34830
GO:0004996	2	2	thyroid-stimulating hormone receptor activity	0.024889380531	0.0219280099297	24170
GO:0003700	782	1024	DNA binding transcription factor activity	0.666666666667	0.0222222222222	180
GO:0019933	24	32	cAMP-mediated signaling	0.133086876155	0.02252042007	8570
GO:0009880	24	32	embryonic pattern specification	0.133086876155	0.02252042007	8570
GO:0097643	4	4	amylin receptor activity	0.0422399559714	0.0226528854436	34830
GO:0034122	12	16	negative regulation of toll-like receptor signaling pathway	0.0841666666667	0.0226920366455	14190
GO:0019432	14	16	triglyceride biosynthetic process	0.0547673098751	0.0226920366455	14190
GO:0008395	19	16	steroid hydroxylase activity	0.0163265306122	0.0226920366455	14190
GO:0030914	12	16	STAGA complex	0.0841666666667	0.0226920366455	14190
GO:0045777	16	16	positive regulation of blood pressure	0.0309641097818	0.0226920366455	14190
