Synonym	Primary symbols	Ambiguity
ACS2L_HUMAN	ACSS1	0
ACS3	ACSL3	0
ACS4	ACSL4	0
ACS5	ACSL5	0
ACSA_HUMAN	ACSS2	0
ACSB	SLC27A5	0
ACSF1	AACS	0
ACSF2_HUMAN	ACSF2	0
ACSF3_HUMAN	ACSF3	0
ACSF4	AASDH	0
ACSF4_HUMAN	AASDH	0
ACSL1_HUMAN	ACSL1	0
ACSL3_HUMAN	ACSL3	0
ACSL4_HUMAN	ACSL4	0
ACSL5_HUMAN	ACSL5	0
ACSL6_HUMAN	ACSL6	0
ACSM1_HUMAN	ACSM1	0
ACSM2	ACSM2A|ACSM2B	1
ACSM3_HUMAN	ACSM3	0
ACSM4_HUMAN	ACSM4	0
ACSM5_HUMAN	ACSM5	0
ACSM6_HUMAN	ACSM6	0
ACSS3_HUMAN	ACSS3	0
ACSVL1	SLC27A2	0
ACSVL2	SLC27A6	0
ACSVL3	SLC27A3	0
ACSVL4	SLC27A4	0
ACSVL5	SLC27A1	0
ACSVL6	SLC27A5	0
ACT	FHL5	0
ACTA	ACTA1	0
ACTA3	ACTG2	0
ACTA_HUMAN	ACTA2	0
ACTBL3	POTEKP	0
ACTBL_HUMAN	ACTBL2	0
ACTBM_HUMAN	POTEKP	0
ACTB_HUMAN	ACTB	0
ACTC	ACTC1	0
ACTC_HUMAN	ACTC1	0
ACTDP	DSTN	0
ACTEIII	ACOT8	0
ACTG	ACTG1	0
ACTG_HUMAN	ACTG1	0
ACTHR	MC2R	0
ACTHR_HUMAN	MC2R	0
ACTH_HUMAN	ACTG2	0
ACTL	ACAT2	0
ACTL3	ACTG2	0
ACTL6	ACTL6B	0
ACTL7C	ACTL9	0
ACTL8_HUMAN	ACTL8	0
ACTL9_HUMAN	ACTL9	0
ACTN1_HUMAN	ACTN1	0
ACTN2_HUMAN	ACTN2	0
ACTN3_HUMAN	ACTN3	0
ACTN4_HUMAN	ACTN4	0
ACTR11	ACTR10	0
ACTSA	ACTA2	0
ACTSG	ACTG2	0
ACTS_HUMAN	ACTA1	0
ACTT1_HUMAN	ACTRT1	0
ACTT2_HUMAN	ACTRT2	0
ACTT3_HUMAN	ACTRT3	0
ACTVS	ACTA2	0
ACTY_HUMAN	ACTR1B	0
ACTZ_HUMAN	ACTR1A	0
ACV1B_HUMAN	ACVR1B	0
ACV1C_HUMAN	ACVR1C	0
ACVL1_HUMAN	ACVRL1	0
ACVR1_HUMAN	ACVR1	0
ACVR2	ACVR2A	0
ACVRINP1	MAGI2	0
ACVRLK1	ACVRL1	0
ACVRLK2	ACVR1	0
ACVRLK3	BMPR1A	0
ACVRLK4	ACVR1B	0
ACY1L2	PM20D2	0
ACY1_HUMAN	ACY1	0
ACY2	ASPA	0
ACY2_HUMAN	ASPA	0
ACY3_HUMAN	ACY3	0
ACYP	ACYP2	0
ACYP1_HUMAN	ACYP1	0
ACYP2_HUMAN	ACYP2	0
ACYPE	ACYP1	0
ACZ	PCLO	0
AD-001	TRMT112	0
AD-002	CWC15	0
AD-003	NTMT1	0
AD-004	AK6	0
AD-005	CNOT1	0
AD-006	CRBN	0
AD-007	RTFDC1	0
AD-008	POP5	0
AD-009	GPN3	0
AD-011	ERG28	0
AD-013	CHD9	0
AD-014	TOMM7	0
AD-015	SELENOS	0
AD-016	WASHC3	0
AD-017	GLT8D1	0
AD-018	DPH5	0
AD-019	UCHL5	0
AD-020	TMEM167B	0
AD-022	TDP2	0
AD021	FAM198B	0
AD024	SPC25	0
AD025	PLGRKT	0
AD030	MFF	0
AD031	TMEM133	0
AD032	ARMCX1	0
AD033	MFF	0
AD035	GBA2	0
AD037	RASSF4	0
AD039	PITHD1	0
AD1	APP	0
AD158	LRRC8C	0
AD24	NOC3L	0
AD3	PSEN1	0
AD4	PSEN2	0
AD4BP	NR5A1	0
ADA1	ADA	0
ADA10_HUMAN	ADAM10	0
ADA11_HUMAN	ADAM11	0
ADA12_HUMAN	ADAM12	0
ADA15_HUMAN	ADAM15	0
ADA17_HUMAN	ADAM17	0
ADA18_HUMAN	ADAM18	0
ADA19_HUMAN	ADAM19	0
ADA1A_HUMAN	ADRA1A	0
ADA1B_HUMAN	ADRA1B	0
ADA1D_HUMAN	ADRA1D	0
ADA20_HUMAN	ADAM20	0
ADA21_HUMAN	ADAM21	0
ADA22_HUMAN	ADAM22	0
ADA23_HUMAN	ADAM23	0
ADA28_HUMAN	ADAM28	0
ADA29_HUMAN	ADAM29	0
ADA2A_HUMAN	ADRA2A	0
ADA2B	TADA2B	0
ADA2B_HUMAN	ADRA2B	0
ADA2C_HUMAN	ADRA2C	0
ADA2_HUMAN	ADA2	0
ADA3	TADA3	0
ADA30_HUMAN	ADAM30	0
ADA32_HUMAN	ADAM32	0
ADA33_HUMAN	ADAM33	0
ADAD1_HUMAN	ADAD1	0
ADAD2_HUMAN	ADAD2	0
ADAL_HUMAN	ADAL	0
ADAM2_HUMAN	ADAM2	0
ADAM5P	ADAM5	0
ADAM5_HUMAN	ADAM5	0
ADAM7_HUMAN	ADAM7	0
ADAM8_HUMAN	ADAM8	0
ADAM9_HUMAN	ADAM9	0
ADAMTS11	ADAMTS5	0
ADAMTS21	ADAMTS18	0
ADAMTSR1	ADAMTSL1	0
ADAP1_HUMAN	ADAP1	0
ADAP2_HUMAN	ADAP2	0
ADAPT78	RCAN1	0
ADAR1	ADAR	0
ADAR2	ADARB1|NUP98	1
ADAR3	ADARB2	0
ADAS_HUMAN	AGPS	0
ADAT1_HUMAN	ADAT1	0
ADAT2_HUMAN	ADAT2	0
ADAT3_HUMAN	ADAT3	0
ADA_HUMAN	ADA	0
ADC	AZIN2	0
ADCK1_HUMAN	ADCK1	0
ADCK2_HUMAN	ADCK2	0
ADCK3	COQ8A	0
ADCK4	COQ8B	0
ADCK5_HUMAN	ADCK5	0
ADCL2_HUMAN	AADACL2	0
ADCL3_HUMAN	AADACL3	0
ADCL4_HUMAN	AADACL4	0
ADCP2	DPP4	0
ADCY1_HUMAN	ADCY1	0
ADCY2_HUMAN	ADCY2	0
ADCY3_HUMAN	ADCY3	0
ADCY4_HUMAN	ADCY4	0
ADCY5_HUMAN	ADCY5	0
ADCY6_HUMAN	ADCY6	0
ADCY7_HUMAN	ADCY7	0
ADCY8_HUMAN	ADCY8	0
ADCY9_HUMAN	ADCY9	0
ADCYA_HUMAN	ADCY10	0
ADDA	ADD1	0
ADDA_HUMAN	ADD1	0
ADDB	ADD2	0
ADDB_HUMAN	ADD2	0
ADDG_HUMAN	ADD3	0
ADDL	ADD3	0
ADE2	PAICS	0
ADEC1_HUMAN	ADAMDEC1	0
ADFP	PLIN2	0
ADGB_HUMAN	ADGB	0
ADGF	ADA2	0
ADH1	ADH1A	0
ADH1A_HUMAN	ADH1A	0
ADH1B_HUMAN	ADH1B	0
ADH1G_HUMAN	ADH1C	0
ADH2	ADH1B	0
ADH3	ADH1C	0
ADH4_HUMAN	ADH4	0
ADH6_HUMAN	ADH6	0
ADH7_HUMAN	ADH7	0
ADHR	AVPR2	0
ADHX	ADH5	0
ADHX_HUMAN	ADH5	0
ADIG_HUMAN	ADIG	0
ADIPL_HUMAN	C1QTNF12	0
ADIPO_HUMAN	ADIPOQ	0
ADIP_HUMAN	SSX2IP	0
ADIR	TOR3A	0
ADIRF_HUMAN	ADIRF	0
ADK2	AK2	0
ADK_HUMAN	ADK	0
ADL	SGCA	0
ADM2_HUMAN	ADM2	0
ADM5_HUMAN	ADM5	0
ADMLX	ANOS1	0
ADML_HUMAN	ADM	0
ADMP	SPTSSB	0
ADMP2	ADAMTS5	0
ADMR	GPR182	0
ADNP1	ADNP	0
ADNP2_HUMAN	ADNP2	0
ADNP_HUMAN	ADNP	0
ADORA2	ADORA2A	0
ADPGK_HUMAN	ADPGK	0
ADPN	PNPLA3	0
ADPPT_HUMAN	AASDHPPT	0
ADPRH_HUMAN	ADPRH	0
ADPRM_HUMAN	ADPRM	0
ADPRT	PARP1	0
ADPRT2	PARP2	0
ADPRT3	PARP3	0
ADPRTL1	PARP4	0
ADPRTL2	PARP2	0
ADPRTL3	PARP3	0
ADPSP	SPAST	0
ADRA1C	ADRA1A	0
ADRA2L1	ADRA2B	0
ADRA2L2	ADRA2C	0
ADRA2R	ADRA2A	0
ADRA2RL1	ADRA2B	0
ADRA2RL2	ADRA2C	0
ADRACALA	AAAS	0
ADRAR	ADRA2A	0
ADRB1R	ADRB1	0
ADRB1_HUMAN	ADRB1	0
ADRB2R	ADRB2	0
ADRB2RL1	HTR1A	0
ADRB2_HUMAN	ADRB2	0
ADRB3R	ADRB3	0
ADRB3_HUMAN	ADRB3	0
ADRBK1	GRK2	0
ADRBK2	GRK3	0
ADRBRL1	HTR1A	0
ADRM1_HUMAN	ADRM1	0
ADRO_HUMAN	FDXR	0
ADSS1	ADSSL1	0
ADSS2	ADSS	0
ADSV_HUMAN	SCIN	0
ADT1_HUMAN	SLC25A4	0
ADT2_HUMAN	SLC25A5	0
ADT3_HUMAN	SLC25A6	0
ADT4_HUMAN	SLC25A31	0
ADTAA	AP2A1	0
ADTAB	AP2A2	0
ADTB1	AP1B1	0
ADTB2	AP2B1	0
ADTB3A	AP3B1	0
ADTG	AP1G1	0
ADTRP_HUMAN	ADTRP	0
ADX	FDX1	0
ADXR	FDXR	0
ADX_HUMAN	FDX1	0
AE1	SLC4A1	0
AE2	SLC4A2	0
AE3	SLC4A3	0
AE4	SLC4A9	0
AEBP1_HUMAN	AEBP1	0
AEBP2_HUMAN	AEBP2	0
AEDO_HUMAN	ADO	0
AEG1	MTDH	0
AEGL1	CRISP1	0
AEGP	MAMDC4	0
AEGP_HUMAN	MAMDC4	0
AEN_HUMAN	AEN	0
AEPLC	BACE2	0
AER61	EOGT	0
AES_HUMAN	AES	0
AF10	MLLT10	0
AF10_HUMAN	MLLT10	0
AF17	MLLT6	0
AF17_HUMAN	MLLT6	0
AF1L1_HUMAN	AFAP1L1	0
AF1L2_HUMAN	AFAP1L2	0
AF1P	EPS15	0
AF1Q	MLLT11	0
AF1Q_HUMAN	MLLT11	0
AF3P21	NCKIPSD	0
AF4	AFF1	0
AF4P12	FRYL	0
AF5Q31	AFF4	0
AF6	AFDN	0
AF9	MLLT3	0
AF9Q34	DAB2IP	0
AF9_HUMAN	MLLT3	0
AFAD_HUMAN	AFDN	0
AFAF	EQTN	0
AFAM_HUMAN	AFM	0
AFAP	AFAP1	0
AFAP1_HUMAN	AFAP1	0
AFAR	AKR7A2	0
AFAR1	AKR7A2	0
AFAR2	AKR7A3	0
AFAR3	AKR7L	0
AFCP	CAPG	0
AFDDT_HUMAN	AFDN-DT	0
AFDN-AS1	AFDN-DT	0
AFF1_HUMAN	AFF1	0
AFF2_HUMAN	AFF2	0
AFF3_HUMAN	AFF3	0
AFF4_HUMAN	AFF4	0
AFG1	AFG1L	0
AFG1L_HUMAN	AFG1L	0
AFG2	SPATA5	0
AFG32_HUMAN	AFG3L2	0
AFR1	ZHX2	0
AFRO	ADIRF	0
AFT	CMTR2	0
AFTH	AFTPH	0
AFTIN_HUMAN	AFTPH	0
AFURS1	ATP13A3	0
AFX	FOXO4	0
AFX1	FOXO4	0
AG10A_HUMAN	ALG10	0
AG10B_HUMAN	ALG10B	0
AG1L2_HUMAN	ALG1L2	0
AG2	AGR2	0
AGA11_HUMAN	AGAP11	0
AGAL_HUMAN	GLA	0
AGAP14P	AGAP14	0
AGAP1_HUMAN	AGAP1	0
AGAP2_HUMAN	AGAP2	0
AGAP3_HUMAN	AGAP3	0
AGAP4_HUMAN	AGAP4	0
AGAP5_HUMAN	AGAP5	0
AGAP6_HUMAN	AGAP6	0
AGAP7	AGAP7P	0
AGAP7_HUMAN	AGAP7P	0
AGAP8	AGAP4	0
AGAP9_HUMAN	AGAP9	0
AGAT	GATM	0
AGC1	ACAN	0
AGF	ANGPTL6	0
AGFG1_HUMAN	AGFG1	0
AGFG2_HUMAN	AGFG2	0
AGGF1_HUMAN	AGGF1	0
AGK_HUMAN	AGK	0
AGM1	PGM3	0
AGM1_HUMAN	PGM3	0
AGMX1	BTK	0
AGO1_HUMAN	AGO1	0
AGO2_HUMAN	AGO2	0
AGO3_HUMAN	AGO3	0
AGO4_HUMAN	AGO4	0
AGO61	POMGNT2	0
AGP1	ORM1	0
AGP14_HUMAN	AGAP14	0
AGP2	ORM2	0
AGPAT11	LPCAT2	0
AGPAT6	GPAT4	0
AGPAT7	LPCAT4	0
AGPAT8	LCLAT1	0
AGPAT9	GPAT3	0
AGPHD1	HYKK	0
AGR2_HUMAN	AGR2	0
AGR3_HUMAN	AGR3	0
AGRA1_HUMAN	ADGRA1	0
AGRA2_HUMAN	ADGRA2	0
AGRA3_HUMAN	ADGRA3	0
AGRB1_HUMAN	ADGRB1	0
AGRB2_HUMAN	ADGRB2	0
AGRB3_HUMAN	ADGRB3	0
AGRD1_HUMAN	ADGRD1	0
AGRD2_HUMAN	ADGRD2	0
AGRE1_HUMAN	ADGRE1	0
AGRE2_HUMAN	ADGRE2	0
AGRE3_HUMAN	ADGRE3	0
AGRE4_HUMAN	ADGRE4P	0
AGRF1_HUMAN	ADGRF1	0
AGRF2_HUMAN	ADGRF2	0
AGRF3_HUMAN	ADGRF3	0
AGRF4_HUMAN	ADGRF4	0
AGRF5_HUMAN	ADGRF5	0
AGRG1_HUMAN	ADGRG1	0
AGRG2_HUMAN	ADGRG2	0
AGRG3_HUMAN	ADGRG3	0
AGRG4_HUMAN	ADGRG4	0
AGRG5_HUMAN	ADGRG5	0
AGRG6_HUMAN	ADGRG6	0
AGRG7_HUMAN	ADGRG7	0
AGRIN	AGRN	0
AGRINL	EGFLAM	0
AGRIN_HUMAN	AGRN	0
AGRL1_HUMAN	ADGRL1	0
AGRL2_HUMAN	ADGRL2	0
AGRL3_HUMAN	ADGRL3	0
AGRL4_HUMAN	ADGRL4	0
AGRNL	EGFLAM	0
AGRP1	DGAT1	0
AGRP_HUMAN	AGRP	0
AGRT	AGRP	0
AGS1	ATRIP|RASD1	1
AGS3	GPSM1	0
AGS4	GPSM3	0
AGT1	AGXT|SLC7A13	1
AGT2	AGXT2	0
AGT2_HUMAN	AGXT2	0
AGTBP	NLN	0
AGTI	ASIP	0
AGTIL	ASIP	0
AGTR1A	AGTR1	0
AGTR1B	AGTR1	0
AGTR1_HUMAN	AGTR1	0
AGTR2_HUMAN	AGTR2	0
AGTRL1	APLNR	0
AGXT2L1	ETNPPL	0
AGXT2L2	PHYKPL	0
AHAS	ILVBL	0
AHC	NR0B1	0
AHCP	FAM8A1	0
AHDC1_HUMAN	AHDC1	0
AHI1_HUMAN	AHI1	0
AHNK2_HUMAN	AHNAK2	0
AHNK_HUMAN	AHNAK	0
AHRR_HUMAN	AHRR	0
AHR_HUMAN	AHR	0
AHSA1_HUMAN	AHSA1	0
AHSA2_HUMAN	AHSA2	0
AHSP_HUMAN	AHSP	0
AIB1	NCOA3	0
AIB3	NCOA6	0
AIBC1	BCAS1	0
AIBP	NAXE	0
AIBP63	HPS5	0
AIBZIP	CREB3L4	0
AICDA_HUMAN	AICDA	0
AICL	CLEC2B	0
AID	AICDA	0
AIDA_HUMAN	AIDA	0
AIDD	DCD	0
AIE2	AURKC	0
AIE75	USH1C	0
AIEBP	USHBP1	0
AIF	AIFM1	0
AIF1L_HUMAN	AIF1L	0
AIF1_HUMAN	AIF1	0
AIFL	AIFM3	0
AIFM1_HUMAN	AIFM1	0
AIFM2_HUMAN	AIFM2	0
AIFM3_HUMAN	AIFM3	0
AIG1_HUMAN	AIG1	0
AIG6	FKBP5	0
AIGF	FGF8	0
AIK	AURKA	0
AIK2	AURKB	0
AIK3	AURKC	0
AILIM	ICOS	0
AIM	DNMT1	0
AIM1	AURKB|CRYBG1|SLC45A2	2
AIM1L	CRYBG2	0
AIM2_HUMAN	AIM2	0
AIMP1_HUMAN	AIMP1	0
AIMP2_HUMAN	AIMP2	0
AIMP3	EEF1E1	0
AINX_HUMAN	INA	0
AIP1	DAB2IP|MAGI2|PDCD6IP	2
AIP3	MAGI1	0
AIPC	PDZD2	0
AIPL1_HUMAN	AIPL1	0
AIPL2	AIPL1	0
AIPP1	PDZD11	0
AIP_HUMAN	AIP	0
AIRAPL	ZFAND2B	0
AIRC	PAICS	0
AIRE_HUMAN	AIRE	0
AIRK1	AURKA	0
AIRK2	AURKB	0
AIRK3	AURKC	0
AIRM1	SIGLEC7	0
AIRP	NT5C1B	0
AIT	SLC5A8	0
AITR	TNFRSF18	0
AITRL	TNFSF18	0
AJAP1_HUMAN	AJAP1	0
AJM1_HUMAN	AJM1	0
AJUBA_HUMAN	AJUBA	0
AK155	IL26	0
AK17A_HUMAN	AKAP17A	0
AK1A1_HUMAN	AKR1A1	0
AK1BA_HUMAN	AKR1B10	0
AK1BF_HUMAN	AKR1B15	0
AK1C1_HUMAN	AKR1C1	0
AK1C2_HUMAN	AKR1C2	0
AK1C3_HUMAN	AKR1C3	0
AK1C4_HUMAN	AKR1C4	0
AK1D1_HUMAN	AKR1D1	0
AK3L1	AK3|AK4	1
AKA10_HUMAN	AKAP10	0
AKA11_HUMAN	AKAP11	0
AKA12_HUMAN	AKAP12	0
AKA28_HUMAN	AKAP14	0
AKA7G_HUMAN	AKAP7	0
AKAI1_HUMAN	AKAIN1	0
AKAP100	AKAP6	0
AKAP110	AKAP3	0
AKAP149	AKAP1	0
AKAP18	AKAP7	0
AKAP1_HUMAN	AKAP1	0
AKAP220	AKAP11	0
AKAP250	AKAP12	0
AKAP28	AKAP14	0
AKAP350	AKAP9	0
AKAP3_HUMAN	AKAP3	0
AKAP450	AKAP9	0
AKAP4_HUMAN	AKAP4	0
AKAP5_HUMAN	AKAP5	0
AKAP6_HUMAN	AKAP6	0
AKAP79	AKAP5	0
AKAP82	AKAP4	0
AKAP8_HUMAN	AKAP8	0
AKAP95	AKAP8	0
AKAP9_HUMAN	AKAP9	0
AKCL1_HUMAN	AKR1C8P	0
AKCL2_HUMAN	AKR1E2	0
AKD1	AK9	0
AKD1A_HUMAN	ANKDD1A	0
AKD1B_HUMAN	ANKDD1B	0
AKD2	AK9	0
AKI1	CC2D1A	0
AKIB1_HUMAN	ANKIB1	0
AKIP	AURKAIP1	0
AKIP1_HUMAN	AKIP1	0
AKIP_HUMAN	AURKAIP1	0
AKIR1_HUMAN	AKIRIN1	0
AKIR2_HUMAN	AKIRIN2	0
AKL3L	AK3	0
AKNA_HUMAN	AKNA	0
AKP13_HUMAN	AKAP13	0
AKP8L_HUMAN	AKAP8L	0
AKR1B11	AKR1B10	0
AKR1CL1	AKR1C8P	0
AKR1CL2	AKR1E2	0
AKR7	AKR7A2	0
AKR7A4	AKR7L	0
AKRDC1	AKR1E2	0
AKT1_HUMAN	AKT1	0
AKT2_HUMAN	AKT2	0
AKT3_HUMAN	AKT3	0
AKTIP_HUMAN	AKTIP	0
AKTS1_HUMAN	AKT1S1	0
AL14E_HUMAN	ARL14EP	0
AL1A1_HUMAN	ALDH1A1	0
AL1A2_HUMAN	ALDH1A2	0
AL1A3_HUMAN	ALDH1A3	0
AL1B1_HUMAN	ALDH1B1	0
AL1L1_HUMAN	ALDH1L1	0
AL1L2_HUMAN	ALDH1L2	0
AL2CL_HUMAN	ALS2CL	0
AL2SB_HUMAN	ALS2CR12	0
AL3A1_HUMAN	ALDH3A1	0
AL3A2_HUMAN	ALDH3A2	0
AL3B1_HUMAN	ALDH3B1	0
AL3B2_HUMAN	ALDH3B2	0
AL4A1_HUMAN	ALDH4A1	0
AL5AP_HUMAN	ALOX5AP	0
AL7A1_HUMAN	ALDH7A1	0
AL8A1_HUMAN	ALDH8A1	0
AL9A1_HUMAN	ALDH9A1	0
ALAS3	ALAS1	0
ALASE	ALAS2	0
ALASH	ALAS1	0
ALAT1_HUMAN	GPT	0
ALAT2_HUMAN	GPT2	0
ALB2	AFM	0
ALBA	AFM	0
ALBU_HUMAN	ALB	0
ALC1	CHD1L	0
ALCAT1	LCLAT1	0
ALD	ABCD1	0
ALD1	ABCD2	0
ALDA	ALDOA	0
ALDB	ALDOB	0
ALDC	ALDH1A1|ALDOC	1
ALDH1	ALDH1A1	0
ALDH10	ALDH3A2	0
ALDH12	ALDH8A1	0
ALDH2_HUMAN	ALDH2	0
ALDH3	ALDH3A1	0
ALDH4	ALDH4A1|ALDH9A1	1
ALDH5	ALDH1B1	0
ALDH6	ALDH1A3	0
ALDH7	ALDH3B1|ALDH9A1	1
ALDH8	ALDH3B2	0
ALDH9	ALDH9A1	0
ALDHX	ALDH1B1	0
ALDL1	ABCD2	0
ALDM	ALDH2	0
ALDOA_HUMAN	ALDOA	0
ALDOB_HUMAN	ALDOB	0
ALDOC_HUMAN	ALDOC	0
ALDR	ABCD2	0
ALDR1	AKR1A1|AKR1B1	1
ALDRL6	MIOX	0
ALDRP	ABCD2	0
ALDR_HUMAN	AKR1B1	0
ALEX1	ARMCX1	0
ALEX2	ARMCX2	0
ALEX3	ARMCX3	0
ALG10A	ALG10	0
ALG11_HUMAN	ALG11	0
ALG12_HUMAN	ALG12	0
ALG13_HUMAN	ALG13	0
ALG14_HUMAN	ALG14	0
ALG1L_HUMAN	ALG1L	0
ALG1_HUMAN	ALG1	0
ALG2_HUMAN	ALG2	0
ALG3_HUMAN	ALG3	0
ALG5_HUMAN	ALG5	0
ALG6_HUMAN	ALG6	0
ALG8_HUMAN	ALG8	0
ALG9_HUMAN	ALG9	0
ALI1	AMIGO2	0
ALI2	AMIGO1	0
ALI3	AMIGO3	0
ALIX	PDCD6IP	0
ALK1	ACVRL1	0
ALK3	BMPR1A	0
ALK4	ACVR1B	0
ALK5	TGFBR1	0
ALK7	ACVR1C	0
ALKB1_HUMAN	ALKBH1	0
ALKB2_HUMAN	ALKBH2	0
ALKB3_HUMAN	ALKBH3	0
ALKB4_HUMAN	ALKBH4	0
ALKB5_HUMAN	ALKBH5	0
ALKB6_HUMAN	ALKBH6	0
ALKB7_HUMAN	ALKBH7	0
ALKB8_HUMAN	ALKBH8	0
ALKBH	ALKBH1	0
ALKL1_HUMAN	ALKAL1	0
ALKL2_HUMAN	ALKAL2	0
ALKMO_HUMAN	AGMO	0
ALK_HUMAN	ALK	0
ALL1	KMT2A	0
ALLC_HUMAN	ALLC	0
ALMS1_HUMAN	ALMS1	0
ALO17	RNF213	0
ALP	ASRGL1|NAT10|PDLIM3	2
ALP1	ASZ1	0
ALP56	BACE2	0
ALPK1_HUMAN	ALPK1	0
ALPK2_HUMAN	ALPK2	0
ALPK3_HUMAN	ALPK3	0
ALPPL	ALPPL2	0
ALR	AKR1A1|GFER|KMT2D	2
ALR_HUMAN	GFER	0
ALS	IGFALS	0
ALS2CR1	NIF3L1	0
ALS2CR11	C2CD6	0
ALS2CR13	FAM117B	0
ALS2CR14	ICA1L	0
ALS2CR15	ICA1L	0
ALS2CR18	RAPH1	0
ALS2CR19	PARD3B	0
ALS2CR2	STRADB	0
ALS2CR3	TRAK2	0
ALS2CR4	TMEM237	0
ALS2CR5	MPP4	0
ALS2CR6	ALS2	0
ALS2CR7	CDK15	0
ALS2CR8	CARF	0
ALS2CR9	RAPH1	0
ALS2_HUMAN	ALS2	0
ALS4	SETX	0
ALS_HUMAN	IGFALS	0
ALT2	GPT2	0
ALTE	ZBED1	0
ALTPRP	PRNP	0
ALX	HSH2D	0
ALX1_HUMAN	ALX1	0
ALX3_HUMAN	ALX3	0
ALX4_HUMAN	ALX4	0
ALY	ALYREF	0
AM	ADM	0
AM2	ADM2	0
AMAC	SLC35G5	0
AMAC1	CCL18|SLC35G3	1
AMAC1L1	SLC35G4	0
AMAC1L2	SLC35G5	0
AMAC1L3	SLC35G6	0
AMACO	VWA2	0
AMACR_HUMAN	AMACR	0
AMAP1	MYCBPAP	0
AMBN_HUMAN	AMBN	0
AMBP_HUMAN	AMBP	0
AMD	AMD1	0
AMDD	FAAH2	0
AMD_HUMAN	PAM	0
AMELX_HUMAN	AMELX	0
AMELY_HUMAN	AMELY	0
AMER1_HUMAN	AMER1	0
AMER2_HUMAN	AMER2	0
AMER3_HUMAN	AMER3	0
AMFR_HUMAN	AMFR	0
AMG	AMELX	0
AMGL	AMELY	0
AMGO1_HUMAN	AMIGO1	0
AMGO2_HUMAN	AMIGO2	0
AMGO3_HUMAN	AMIGO3	0
AMGX	AMELX	0
AMGY	AMELY	0
AMHR	AMHR2	0
AMHR2_HUMAN	AMHR2	0
AMICA1	JAML	0
AMID	AIFM2	0
AMIGO	AMIGO1	0
AML1	RUNX1	0
AML1T1	RUNX1T1	0
AML2	RUNX3	0
AML3	RUNX2	0
AMMECR2	KCNE5	0
AMMR1_HUMAN	AMMECR1	0
AMNLS_HUMAN	AMN	0
AMOL1_HUMAN	AMOTL1	0
AMOL2_HUMAN	AMOTL2	0
AMOT_HUMAN	AMOT	0
AMP18	GKN1	0
AMPB_HUMAN	RNPEP	0
AMPD1_HUMAN	AMPD1	0
AMPD2_HUMAN	AMPD2	0
AMPD3_HUMAN	AMPD3	0
AMPE_HUMAN	ENPEP	0
AMPH1	AMPH	0
AMPHL	BIN1	0
AMPH_HUMAN	AMPH	0
AMPK	PRKAA2|PRKAB1	1
AMPK1	PRKAA1	0
AMPK2	PRKAA2	0
AMPKG3	PRKAG3	0
AMPL_HUMAN	LAP3	0
AMPN_HUMAN	ANPEP	0
AMPO_HUMAN	AOPEP	0
AMPQ_HUMAN	LVRN	0
AMPS	ADSL	0
AMRA1_HUMAN	AMBRA1	0
AMRP_HUMAN	LRPAP1	0
AMS1	MAT1A	0
AMS2	MAT2A	0
AMSH	STAMBP	0
AMSHLP	STAMBPL1	0
AMTN_HUMAN	AMTN	0
AMY1	AMY1A|MYCBP	1
AMY1B	AMY1A	0
AMY1C	AMY1A	0
AMY1_HUMAN	AMY1A	0
AMY2B_HUMAN	AMY2B	0
AMYB	MYBL1	0
AMYP_HUMAN	AMY2A	0
AMZ1_HUMAN	AMZ1	0
AMZ2_HUMAN	AMZ2	0
AN13A_HUMAN	ANKRD13A	0
AN13B_HUMAN	ANKRD13B	0
AN13C_HUMAN	ANKRD13C	0
AN13D_HUMAN	ANKRD13D	0
AN2	PAX6	0
AN30A_HUMAN	ANKRD30A	0
AN30B_HUMAN	ANKRD30B	0
AN32A_HUMAN	ANP32A	0
AN32B_HUMAN	ANP32B	0
AN32C_HUMAN	ANP32C	0
AN32D_HUMAN	ANP32D	0
AN32E_HUMAN	ANP32E	0
AN34B_HUMAN	ANKRD34B	0
AN36B_HUMAN	ANKRD36B	0
AN36C_HUMAN	ANKRD36C	0
ANA	BTG3	0
ANAG_HUMAN	NAGLU	0
ANAPC12	CDC26	0
ANAPC3	CDC27	0
ANAPC6	CDC16	0
ANAPC8	CDC23	0
ANC2_HUMAN	ANAPC2	0
ANCHR	ZFYVE19	0
ANCHR_HUMAN	ZFYVE19	0
ANCO1	ANKRD11	0
ANCO2	ANKRD12	0
AND1	WDHD1	0
ANDR_HUMAN	AR	0
ANFB_HUMAN	NPPB	0
ANFC_HUMAN	NPPC	0
ANFY1_HUMAN	ANKFY1	0
ANF_HUMAN	NPPA	0
ANG1	TM7SF2	0
ANG2	VPS51	0
ANG3	ANGPT4|ANGPTL1	1
ANG4	ANGPT4	0
ANGE1_HUMAN	ANGEL1	0
ANGE2_HUMAN	ANGEL2	0
ANGI_HUMAN	ANG	0
ANGL1_HUMAN	ANGPTL1	0
ANGL2_HUMAN	ANGPTL2	0
ANGL3_HUMAN	ANGPTL3	0
ANGL4_HUMAN	ANGPTL4	0
ANGL5_HUMAN	ANGPTL5	0
ANGL6_HUMAN	ANGPTL6	0
ANGL7_HUMAN	ANGPTL7	0
ANGL8_HUMAN	ANGPTL8	0
ANGP1_HUMAN	ANGPT1	0
ANGP2_HUMAN	ANGPT2	0
